state,pollster,sponsor,start.date,end.date,entry.date.time..et.,number.of.observations,population,mode,biden,trump,biden_margin,other,undecided,url,include,notes
--,RMG Research,ScottRasmussen.com,7/9/2020,7/11/2020,7/13/2020 14:23:00,1200,rv,Online,46,39,7,,,https://justthenews.com/sites/default/files/2020-07/2020-07-13%20JTN%20Poll%20Crosstabs.pdf,TRUE,
MT,Public Policy Polling,,7/9/2020,7/10/2020,7/13/2020 11:04:00,1224,rv,IVR,42,51,-9,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/07/MontanaPoll071220.pdf,TRUE,
MO,YouGov,Saint Louis University,6/23/2020,7/1/2020,7/13/2020 11:04:00,900,lv,Online,43,50,-7,4,4,https://www.slu.edu/research/research-institute/big-ideas/slu-poll/june-2020-poll/trump-biden.php,TRUE,
FL,YouGov,CBS News,7/7/2020,7/10/2020,7/12/2020 11:56:00,1206,lv,Online,48,42,6,,,https://drive.google.com/file/d/18HFC79lmRr1KVcbrUysfJd6XpLZxZxaP/view,TRUE,
TX,YouGov,CBS News,7/7/2020,7/10/2020,7/12/2020 11:56:00,1185,lv,Online,45,46,-1,,,https://drive.google.com/file/d/18HFC79lmRr1KVcbrUysfJd6XpLZxZxaP/view,TRUE,
AZ,YouGov,CBS News,7/7/2020,7/10/2020,7/12/2020 11:56:00,1087,lv,Online,46,46,0,,,https://drive.google.com/file/d/18HFC79lmRr1KVcbrUysfJd6XpLZxZxaP/view,TRUE,
TX,University of Texas at Tyler,Dallas Morning News,6/29/2020,7/7/2020,7/12/2020 11:55:00,1677,lv,Live Phone/Online,48,43,5,,,https://projects.fivethirtyeight.com/polls/20200712_TX.pdf,TRUE,
--,Morning Consult,,6/29/2020,7/5/2020,7/10/2020 18:40:00,33549,rv,Online,48,39,9,,,https://morningconsult.com/2020/07/10/liberal-moderate-conservative-trump-biden-polling/,TRUE,
NC,GBAO,,4/13/2020,4/16/2020,7/10/2020 18:40:00,500,lv,Live Phone/Online,48,46,2,,,https://www.plusaction.us/s/PLUS-AZ-IA-NC-Survey-Topline-Results-041620-2.pdf,TRUE,
IA,GBAO,,4/13/2020,4/16/2020,7/10/2020 18:40:00,500,lv,Live Phone/Online,45,48,-3,,,https://www.plusaction.us/s/PLUS-AZ-IA-NC-Survey-Topline-Results-041620-2.pdf,TRUE,
AZ,GBAO,,4/13/2020,4/16/2020,7/10/2020 18:40:00,500,lv,Live Phone/Online,47,46,1,,,https://www.plusaction.us/s/PLUS-AZ-IA-NC-Survey-Topline-Results-041620-2.pdf,TRUE,
--,Data for Progress,,7/7/2020,7/7/2020,7/10/2020 11:10:00,745,a,Online,52,42,10,,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit,TRUE,
--,Data for Progress,,7/7/2020,7/7/2020,7/10/2020 11:10:00,673,rv,Online,52,42,10,,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit,TRUE,
NC,Public Policy Polling,,7/7/2020,7/8/2020,7/9/2020 14:42:00,818,rv,IVR,50,46,4,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/07/NorthCarolinaResults7920.pdf,TRUE,
AK,Public Policy Polling,,7/7/2020,7/8/2020,7/9/2020 10:30:00,1081,rv,IVR,45,48,-3,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/07/AlaskaResults20200709.pdf,TRUE,
--,Ipsos,Reuters,7/6/2020,7/7/2020,7/8/2020 11:14:00,952,rv,Online,43,37,6,,,https://www.reuters.com/article/us-usa-election-poll/most-americans-believe-russia-targeted-u-s-soldiers-want-sanctions-in-response-reuters-ipsos-poll-shows-idUSKBN2491G2,TRUE,
--,Research Co.,,7/1/2020,7/2/2020,7/8/2020 11:13:00,1049,lv,Online,49,40,9,3,8,https://researchco.ca/2020/07/08/trump-vs-biden-2/,TRUE,
--,Opinium,,6/19/2020,6/25/2020,7/8/2020 11:09:00,500,rv,Online,52,40,12,,,https://www.theguardian.com/us-news/2020/jul/08/americans-racism-police-brutality-problems-poll,TRUE,
--,PureSpectrum,Northeastern University,6/12/2020,6/28/2020,7/8/2020 9:35:00,22501,lv,Online,47,37,10,,,https://covidstates.net/COVID19%20CONSORTIUM%20REPORT%20APPROVAL%20JULY%202020.pdf,TRUE,
--,PureSpectrum,Northeastern University,5/2/2020,5/15/2020,7/8/2020 9:35:00,20333,lv,Online,43,39,4,,,https://covidstates.net/COVID19%20CONSORTIUM%20REPORT%20APPROVAL%20JULY%202020.pdf,TRUE,
--,PureSpectrum,Northeastern University,4/16/2020,4/30/2020,7/8/2020 9:35:00,19505,lv,Online,44,40,4,,,https://covidstates.net/COVID19%20CONSORTIUM%20REPORT%20APPROVAL%20JULY%202020.pdf,TRUE,
--,PureSpectrum,Northeastern University,5/16/2020,5/31/2020,7/8/2020 9:35:00,18132,lv,Online,46,37,9,,,https://covidstates.net/COVID19%20CONSORTIUM%20REPORT%20APPROVAL%20JULY%202020.pdf,TRUE,
--,YouGov,Economist,7/5/2020,7/7/2020,7/8/2020 9:22:00,1163,rv,Online,49,40,9,4,4,https://docs.cdn.yougov.com/lraqqdhd7j/econTabReport.pdf,TRUE,
--,Public Policy Polling,,6/25/2020,6/26/2020,7/7/2020 13:29:00,996,rv,IVR,53,42,11,,,https://giffords.org/wp-content/uploads/2020/07/NationalResults1.pdf,TRUE,
PA,Trafalgar Group,,6/29/2020,7/2/2020,7/6/2020 13:52:00,1062,lv,IVR,48,43,5,,,https://drive.google.com/file/d/1ogy9usBPpSYOVTYilcOB1mhVvI8rTXk9/view,TRUE,
ME,Public Policy Polling,,7/2/2020,7/3/2020,7/6/2020 10:25:00,1022,rv,IVR,53,42,11,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/07/MaineJuly2020Poll.pdf,TRUE,
FL,Trafalgar Group,,6/29/2020,7/2/2020,7/3/2020 22:52:00,1072,lv,IVR,46,46,0,,,https://drive.google.com/file/d/1wz76zNVSrvvmbfz7iOOEdRMMuJZvseC3/view,TRUE,
--,YouGov,Yahoo,6/19/2020,7/1/2020,7/2/2020 15:48:00,1187,rv,Online,45,40,5,,,https://docs.cdn.yougov.com/5vm5q0zz9s/20200702_yahoo_patriotism_politics_crosstabs.pdf,TRUE,
--,Monmouth University,,6/26/2020,6/30/2020,7/2/2020 11:06:00,733,rv,Live Phone,52,39,13,4,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_070220.pdf/,TRUE,
TX,YouGov,TX Politics Project,6/19/2020,6/29/2020,7/2/2020 10:52:00,1200,rv,Online,44,48,-4,,,https://texaspolitics.utexas.edu/blog/pre-4th-july-preview-new-uttexas-politics-project-poll,TRUE,
TX,Public Policy Polling,,6/24/2020,6/25/2020,7/2/2020 8:58:00,729,rv,IVR,48,46,2,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/07/TXToplines7220.pdf,TRUE,
MT,University of Montana,,6/17/2020,6/26/2020,7/2/2020 8:57:00,517,rv,Online,38,52,-14,,,https://www.umt.edu/bigskypoll/Polls/summer2020/summer2020---aggregate.pdf,TRUE,
--,Hart Research Associates,,6/22/2020,6/28/2020,7/1/2020 20:21:00,1000,lv,Online,55,41,14,,,https://d2pggiv3o55wnc.cloudfront.net/oann/wp-content/uploads/2020/07/Arizona-OANN-June-28-2020-v3.pdf,TRUE,
MI,Public Policy Polling,,6/26/2020,6/27/2020,7/1/2020 17:42:00,1237,rv,IVR,50,44,6,,,https://progressmichigan.org/wp-content/uploads/2020/07/MichiganResults-july2020.pdf,TRUE,
--,Ipsos,Reuters,6/29/2020,6/30/2020,7/1/2020 17:42:00,943,rv,Online,46,38,8,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-07/2020_reuters_tracking_-_core_political_presidential_approval_tracker_07_01_2020_.pdf,TRUE,
--,The Harris Poll,Harvard,6/17/2020,6/18/2020,7/1/2020 17:41:00,1886,rv,Online,56,44,12,,,https://harvardharrispoll.com/wp-content/uploads/2020/07/HHP_June2020_Topline_RegisteredVoters.pdf,TRUE,
CO,Public Policy Polling,,6/29/2020,6/30/2020,7/1/2020 14:17:00,840,rv,IVR,56,39,17,,,https://endcitizensunited.org/wp-content/uploads/2020/07/ColoradoResults1.pdf,TRUE,
--,IBD/TIPP,,6/27/2020,6/30/2020,7/1/2020 13:53:00,1005,rv,Online,48,40,8,,,https://www.investors.com/politics/joe-biden-lead-expands-over-president-donald-trump-coronavirus-protest-response/,TRUE,
AZ,Data Orbital,,6/27/2020,6/29/2020,7/1/2020 12:13:00,600,lv,Live Phone,47,45,2,,,https://mcusercontent.com/5a280d25318f2afe3f311adb6/files/189fa6eb-fa30-4dc7-8305-646a398e155c/AZ_Statewide_Live_LV_Toplines_Public_063020.pdf,TRUE,
--,YouGov,Economist,6/28/2020,6/30/2020,7/1/2020 9:55:00,1198,rv,Online,49,40,9,,,https://docs.cdn.yougov.com/k05rp8ded6/econTabReport.pdf,TRUE,
--,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,1663,lv,Online,47,40,7,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,TRUE,
WI,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,51,43,8,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,TRUE,
PA,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,50,44,6,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,TRUE,
NC,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,51,44,7,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,TRUE,
MI,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,48,43,5,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,TRUE,
FL,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,50,45,5,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,TRUE,
AZ,Change Research,,6/26/2020,6/28/2020,7/1/2020 8:49:00,400,lv,Online,51,44,7,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-8,TRUE,
--,Morning Consult,,6/22/2020,6/28/2020,7/1/2020 8:48:00,28722,rv,Online,47,40,7,,,https://morningconsult.com/2020/07/01/voter-optimism-polling-right-direction-wrong-track/,TRUE,
NC,East Carolina University,,6/22/2020,6/25/2020,6/30/2020 17:34:00,1149,rv,Online,45,44,1,,,https://surveyresearch-ecu.reportablenews.com/pr/presidential-and-senate-elections-remain-highly-competitive-in-battleground-north-carolina-cooper-continues-to-lead-forest-in-race-for-governor,TRUE,
--,Suffolk University,,6/25/2020,6/29/2020,6/30/2020 14:16:00,1000,rv,Live Phone,46,37,9,11,6,https://www.usatoday.com/story/news/politics/elections/2020/06/30/poll-biden-widens-lead-but-trump-has-enthusiasm-edge/3234610001/,TRUE,
--,Suffolk University,,6/25/2020,6/29/2020,6/30/2020 14:16:00,1000,rv,Live Phone,53,41,12,,,https://www.usatoday.com/story/news/politics/elections/2020/06/30/poll-biden-widens-lead-but-trump-has-enthusiasm-edge/3234610001/,TRUE,
--,Pew Research Center,,6/16/2020,6/22/2020,6/30/2020 11:09:00,3577,rv,Online,54,44,10,2,,https://www.people-press.org/2020/06/30/publics-mood-turns-grim-trump-trails-biden-on-most-personal-traits-major-issues/,TRUE,
NY,Siena College,,6/23/2020,6/25/2020,6/30/2020 9:41:00,806,rv,Live Phone,57,32,25,,,https://scri.siena.edu/wp-content/uploads/2020/06/SNY0620-Crosstabs_642642.pdf,TRUE,
MO,Garin-Hart-Yang Research Group,,6/16/2020,6/22/2020,6/30/2020 9:40:00,800,lv,Live Phone,48,46,2,,,https://moscout.com/s/Galloway-For-Governor-Recent-Polling-of-the-Presidential-and-Gubernatorial-Races-in-MO.pdf,TRUE,
--,Optimus,,6/25/2020,6/27/2020,6/29/2020 21:05:00,1200,rv,Online,45,41,4,,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-29-2020,TRUE,
--,Optimus,,6/25/2020,6/27/2020,6/29/2020 21:05:00,903,lv,Online,41,31,10,,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-29-2020,TRUE,
PA,Susquehanna Polling & Research Inc.,FOX43,6/15/2020,6/23/2020,6/29/2020 14:07:00,715,lv,Live Phone/Online,46,41,5,,,https://www.fox43.com/article/news/biden-leads-trump-by-five-points-in-fox43-susquehanna-polling-and-research-survey/521-3944bc02-f008-49d5-9318-76a5a5436611,TRUE,
--,RMG Research,ScottRasmussen.com,6/25/2020,6/27/2020,6/29/2020 11:00:00,1200,rv,Online,47,39,8,,,https://scottrasmussen.com/biden-47-trump-39/,TRUE,
GA,Public Policy Polling,,6/25/2020,6/26/2020,6/29/2020 9:22:00,734,rv,IVR,49,45,4,,,https://www.nationaljournal.com/s/707865?unlock=FQZ9WISMGXW72NOC,TRUE,
WI,Trafalgar Group,,6/23/2020,6/25/2020,6/28/2020 21:03:00,1021,lv,IVR,45,46,-1,,,https://drive.google.com/file/d/1F24BlPxjI_qqhY_aevu_2b0vDRTaJQHj/view,TRUE,
--,Climate Nexus,,6/6/2020,6/11/2020,6/26/2020 13:51:00,9087,rv,Online,48,41,7,,,https://climatenexus.org/wp-content/uploads/2015/09/Climate-Nexus-National-Poll-Toplines-Climate-Change-Voter-Opinions-in-2020.pdf,TRUE,
--,YouGov,Yahoo,6/24/2020,6/25/2020,6/26/2020 12:53:00,1244,rv,Online,47,39,8,,,https://docs.cdn.yougov.com/ove5ckbw84/20200626_yahoo_race_politics_crosstabs.pdf,TRUE,
--,Marist College,,6/22/2020,6/24/2020,6/26/2020 12:13:00,1515,rv,Live Phone,52,44,8,,,http://maristpoll.marist.edu/wp-content/uploads/2020/06/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_2006251102.pdf,TRUE,
--,Kaiser Family Foundation,,6/8/2020,6/14/2020,6/26/2020 11:25:00,1094,rv,Live Phone,51,38,13,,,http://files.kff.org/attachment/Topline-KFF-Health-Tracking-Poll-June-2020.pdf,TRUE,
NC,Fox News/Beacon Research/Shaw & Co. Research,,6/20/2020,6/23/2020,6/25/2020 18:19:00,1012,rv,Live Phone,47,45,2,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Fox_June-20-23-2020_Complete_Texas_Topline_June-25-Release.pdf,TRUE,
GA,Fox News/Beacon Research/Shaw & Co. Research,,6/20/2020,6/23/2020,6/25/2020 18:19:00,1012,rv,Live Phone,47,45,2,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Fox_June-20-23-2020_Complete_Texas_Topline_June-25-Release.pdf,TRUE,
FL,Fox News/Beacon Research/Shaw & Co. Research,,6/20/2020,6/23/2020,6/25/2020 18:19:00,1010,rv,Live Phone,49,40,9,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Fox_June-20-23-2020_Complete_Texas_Topline_June-25-Release.pdf,TRUE,
TX,Fox News/Beacon Research/Shaw & Co. Research,,6/20/2020,6/23/2020,6/25/2020 18:19:00,1001,rv,Live Phone,45,44,1,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Fox_June-20-23-2020_Complete_Texas_Topline_June-25-Release.pdf,TRUE,
PA,Redfield & Wilton Strategies,,6/14/2020,6/16/2020,6/25/2020 12:22:00,985,lv,Online,49,39,10,,,https://redfieldandwiltonstrategies.com/latest-usa-swing-state-voting-intention-14-to-19-june/,TRUE,
FL,Redfield & Wilton Strategies,,6/14/2020,6/15/2020,6/25/2020 12:22:00,942,lv,Online,45,41,4,,,https://redfieldandwiltonstrategies.com/latest-usa-swing-state-voting-intention-14-to-19-june/,TRUE,
NC,Redfield & Wilton Strategies,,6/14/2020,6/17/2020,6/25/2020 12:22:00,812,lv,Online,46,40,6,,,https://redfieldandwiltonstrategies.com/latest-usa-swing-state-voting-intention-14-to-19-june/,TRUE,
AZ,Redfield & Wilton Strategies,,6/14/2020,6/17/2020,6/25/2020 12:22:00,757,lv,Online,43,39,4,,,https://redfieldandwiltonstrategies.com/latest-usa-swing-state-voting-intention-14-to-19-june/,TRUE,
WI,Redfield & Wilton Strategies,,6/14/2020,6/19/2020,6/25/2020 12:22:00,724,lv,Online,45,36,9,,,https://redfieldandwiltonstrategies.com/latest-usa-swing-state-voting-intention-14-to-19-june/,TRUE,
MI,Redfield & Wilton Strategies,,6/14/2020,6/16/2020,6/25/2020 12:22:00,719,lv,Online,47,36,11,,,https://redfieldandwiltonstrategies.com/latest-usa-swing-state-voting-intention-14-to-19-june/,TRUE,
MI,Hodas & Associates,,6/17/2020,6/20/2020,6/25/2020 10:08:00,600,lv,Live Phone,56,38,18,,,https://d3n8a8pro7vhmx.cloudfront.net/restoration/pages/448/attachments/original/1593026417/Banners_MI_June2020_06-22-2020_Crosstabs.pdf,TRUE,
WI,Hodas & Associates,,6/12/2020,6/16/2020,6/25/2020 10:08:00,600,lv,Live Phone,55,39,16,,,https://d3n8a8pro7vhmx.cloudfront.net/restoration/pages/448/attachments/original/1593026417/Banners_MI_June2020_06-22-2020_Crosstabs.pdf,TRUE,
PA,Hodas & Associates,,6/8/2020,6/11/2020,6/25/2020 10:08:00,600,lv,Live Phone,54,42,12,,,https://d3n8a8pro7vhmx.cloudfront.net/restoration/pages/448/attachments/original/1593026417/Banners_MI_June2020_06-22-2020_Crosstabs.pdf,TRUE,
--,Hart Research Associates,,6/19/2020,6/22/2020,6/25/2020 9:13:00,800,rv,Live Phone,47,38,9,,,https://www.cnbc.com/2020/06/25/biden-leads-trump-on-all-issues-except-for-the-economy-according-to-the-cnbc-all-america-survey.html,TRUE,
WI,NYT/Siena College,,6/8/2020,6/15/2020,6/25/2020 9:11:00,655,rv,Live Phone,49,38,11,,,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,TRUE,
NC,NYT/Siena College,,6/8/2020,6/18/2020,6/25/2020 9:11:00,653,rv,Live Phone,49,40,9,,,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,TRUE,
FL,NYT/Siena College,,6/8/2020,6/18/2020,6/25/2020 9:11:00,651,rv,Live Phone,47,41,6,,,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,TRUE,
PA,NYT/Siena College,,6/8/2020,6/16/2020,6/25/2020 9:11:00,651,rv,Live Phone,50,40,10,,,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,TRUE,
AZ,NYT/Siena College,,6/8/2020,6/16/2020,6/25/2020 9:11:00,650,rv,Live Phone,48,41,7,,,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,TRUE,
MI,NYT/Siena College,,6/8/2020,6/17/2020,6/25/2020 9:11:00,610,rv,Live Phone,47,36,11,,,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,TRUE,
--,Ipsos,Reuters,6/22/2020,6/23/2020,6/24/2020 17:27:00,934,rv,Online,47,37,10,,,https://www.nytimes.com/2020/06/25/upshot/poll-2020-biden-battlegrounds.html,TRUE,
NC,Public Policy Polling,,6/22/2020,6/23/2020,6/24/2020 14:57:00,1157,rv,IVR,48,46,2,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/06/NC62420Results.pdf,TRUE,
OH,Quinnipiac University,,6/18/2020,6/22/2020,6/24/2020 14:56:00,1139,rv,Live Phone,46,45,1,,,https://poll.qu.edu/ohio/release-detail?ReleaseID=3665,TRUE,
WI,Marquette University Law School,,6/14/2020,6/18/2020,6/24/2020 13:21:00,688,lv,Live Phone,50,44,6,3,2,https://law.marquette.edu/poll/wp-content/uploads/2020/08/MLSP62PressRelease.pdf,TRUE,
--,YouGov,Economist,6/21/2020,6/23/2020,6/24/2020 10:06:00,1227,rv,Online,49,41,8,4,5,https://docs.cdn.yougov.com/cjd35jrh5o/econTabReport.pdf,TRUE,
--,Morning Consult,,6/15/2020,6/21/2020,6/24/2020 9:20:00,30942,rv,Online,47,39,8,,,https://twitter.com/cameron_easley/status/1275777045981782017,TRUE,
--,Data for Progress,,6/23/2020,6/23/2020,6/24/2020 9:09:00,811,a,Online,52,43,9,,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit,TRUE,
--,Data for Progress,,6/23/2020,6/23/2020,6/24/2020 9:09:00,721,rv,Online,50,44,6,,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit,TRUE,
--,NYT/Siena College,,6/17/2020,6/22/2020,6/24/2020 8:17:00,1337,rv,Live Phone,50,36,14,14,,https://www.nytimes.com/2020/06/24/us/politics/trump-biden-poll-nyt-upshot-siena-college.html,TRUE,
--,Public Policy Polling,,6/19/2020,6/20/2020,6/23/2020 16:33:00,1013,rv,IVR,52,43,9,,,https://www.protectourcare.org/wp-content/uploads/2020/06/NationalPOCMemoResultsJune20.pdf,TRUE,
TX,Public Policy Polling,,6/18/2020,6/19/2020,6/23/2020 16:33:00,907,rv,IVR,46,48,-2,,,https://progresstexas.org/sites/default/files/June%202020%20Progress%20Texas-PPP%20Poll.pdf,TRUE,
--,Climate Nexus,,4/3/2020,4/7/2020,6/23/2020 16:32:00,3932,a,Online,42,37,5,,,https://osf.io/rnj4f/,TRUE,
--,Climate Nexus,,4/3/2020,4/7/2020,6/23/2020 16:32:00,3168,rv,Online,47,41,6,,,https://osf.io/rnj4f/,TRUE,
--,The Harris Poll,Harvard,6/17/2020,6/18/2020,6/22/2020 19:30:00,1452,lv,Online,56,44,12,,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/96f8852b-a896-41ba-82b0-1bd5e9aa064a/HHP_June20_pdf.pdf,TRUE,
--,Echelon Insights,,6/12/2020,6/16/2020,6/22/2020 16:49:00,1000,lv,Online,50,42,8,,,https://twitter.com/EchelonInsights/status/1275167543804788738?s=20,TRUE,
--,Echelon Insights,,5/18/2020,5/20/2020,6/22/2020 16:48:00,1000,lv,Online,51,42,9,,,https://twitter.com/EchelonInsights/status/1275167543804788738,TRUE,
AL,FM3 Research,,5/14/2020,5/18/2020,6/22/2020 11:22:00,601,lv,Live Phone,39,52,-13,,,https://twitter.com/Robillard/status/1275071091417812994,TRUE,
MI,Trafalgar Group,,6/16/2020,6/18/2020,6/22/2020 9:19:00,1011,lv,IVR,46,45,1,5,4,https://drive.google.com/file/d/1F4fied1xg_S7mIBdgHQHC1t98cYys2ez/view,TRUE,
MN,Gravis Marketing,,6/19/2020,6/19/2020,6/20/2020 15:12:00,600,rv,IVR/Online,58,42,16,,,https://www.gravismarketing.com/wp-content/uploads/2020/06/Minnesota-June-19-2020.pdf,TRUE,
--,SurveyMonkey,,6/12/2020,6/16/2020,6/20/2020 11:40:00,5666,a,Online,53,43,10,,,https://www.surveymonkey.com/curiosity/axios-trump-voters-protests/,TRUE,
--,UCLA Nationscape,Democracy Fund,5/28/2020,6/10/2020,6/18/2020 22:19:00,10601,rv,Online,50,39,11,,,https://www.usatoday.com/story/news/politics/elections/2020/06/18/nationscape-survey-joe-biden-holds-11-point-lead-over-donald-trump/3212761001/,TRUE,
NH,Saint Anselm College,,6/13/2020,6/16/2020,6/18/2020 18:51:00,1072,rv,Online,49,42,7,,,https://www.anselm.edu/sites/default/files/Documents/NHIOP/Polls/June%202020%20Survey.pdf,TRUE,
--,Fox News/Beacon Research/Shaw & Co. Research,,6/13/2020,6/16/2020,6/18/2020 18:50:00,1343,rv,Live Phone,50,38,12,,,https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Fox_June-13-16-2020_National_Topline_June-18-Release.pdf,TRUE,
--,Optimus,,6/9/2020,6/16/2020,6/18/2020 16:03:00,783,a,Online,42,37,5,,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-18-2020,TRUE,
--,Optimus,,6/9/2020,6/16/2020,6/18/2020 16:03:00,686,lv,Online,50,44,6,,,https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-18-2020https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/June-18-2020,TRUE,
--,Quinnipiac University,,6/11/2020,6/15/2020,6/18/2020 16:02:00,1332,rv,Live Phone,49,41,8,,,https://poll.qu.edu/national/release-detail?ReleaseID=3664,TRUE,
KY,Civiqs,Daily Kos,6/13/2020,6/15/2020,6/18/2020 13:10:00,898,rv,Online,37,57,-20,,,http://filesforprogress.org/datasets/2020/6/ky/Civiqs_DataforProgress_KY_banner_book_2020_06.pdf,TRUE,
--,Ipsos,Reuters,5/18/2020,5/24/2020,6/17/2020 17:53:00,4763,rv,Online,46,39,7,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-06/2020_reuters_tracking_-_core_political_presidential_approval_tracker_06_17_2020.pdf,TRUE,
--,Ipsos,Reuters,6/10/2020,6/16/2020,6/17/2020 15:39:00,3768,lv,Online,48,35,13,,,https://www.reuters.com/article/us-usa-election-poll/biden-opens-13-point-advantage-as-trump-popularity-drops-to-seven-month-low-reuters-ipsos-poll-idUSKBN23O1GX,TRUE,
--,Change Research,,6/12/2020,6/14/2020,6/17/2020 15:37:00,1250,lv,Online,51,41,10,,,https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,TRUE,
AZ,Change Research,,6/12/2020,6/14/2020,6/17/2020 15:37:00,400,lv,Online,45,44,1,,,https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,TRUE,
NC,Change Research,,6/12/2020,6/14/2020,6/17/2020 15:37:00,400,lv,Online,47,45,2,,,https://www.changeresearch.com/post/states-of-play-battleground-states-of-play-battleground-wave-7,TRUE,
